7.59798E+17,"Pasca kecelakaan beruntun di Cianjur, Polda Jabar, KNKT dan Kemenhub olah tempat kejadian kecelakaan. #NET24 https://t.co/Ty4YbHkHHL",T
7.59617E+17,"Polisi tunda pemeriksaan sopir dan kernet truk, pasca kecelakaan beruntun di Cianjur. #NET12 https://t.co/Jl3O8wETC5",T
7.59435E+17,"Pascakecelakaan beruntun di Cianjur,tim traffic accident analysis Polda Jabar mengolah tempat kecelakaan. #NET24 https://t.co/n4ab56LJhM",T
7.59313E+17,"Tim forensik masih mengidentifikasi 10 korban akibat kecelakaan beruntun di Jalan Raya Sukabumi, Cianjur. #NET16 https://t.co/uNYnK8HtZN",T
7.53461E+17,Tim analisis kecelakaan Polda Sumatera Utara lakukan olah TKP kecelakaan beruntun 3 bus. #NET12 https://t.co/6sE4MBobgk,T
7.5343E+17,"Polisi belum tetapkan tersangka atas kasus kecelakaan beruntun 3 angkutan bus umum di Labuhan Batu, Sumut. #NET10 https://t.co/29GP8fiVpw",T
7.51464E+17,"Seluruh korban kecelakaan maut bus Parahyangan kini berada di Rumah Sakit Umum Cibabat, Cimahi. #NET24 https://t.co/PCJmrXCfhI",T
7.51463E+17,9 orang tewas akibat kecelakaan di Jalan Kolonel Masturi. Kecelakaan diduga akibat rem tidak berfungsi. #NET24 https://t.co/scypThbBZp,T
7.47989E+17,Mobil boks tergelincir hingga terjadi kecelakaan beruntun. Video kiriman Lutfi Hidayat. #NET10 https://t.co/6Ui96QOoWb,T
6.89625E+17,"Bpn saat ini hujan, Bagi Pemotor hindari Jas hujan ponco, krn kerap tjd kecelakaan akibat Ponco tersangkut roda blkg https://t.co/T5ACYwOuHD",F
6.87144E+17,"Bagi Pemotor hindari penggunaan Jas hujan Ponco, krn kerap terjadi kecelakaan akibat Ponco tersangkut roda blkg. https://t.co/T5ACYwOuHD",F
4.99478E+17,16.44 piket @satlantasbpn sedang melakukan evakuasi & penyelidikan penyebab tjdnya kecelakaan di lap merdeka bpn http://t.co/wnzGvMa5Z1,T
4.66076E+17,"12.45 kecelakaan di tanjakan dpn Stadion Lap.Tenis Jl.MT Haryono Dalam, dlm proses evakuasi ptugas @satlantasbpn http://t.co/6Le2QxLeWy",T
7.65627E+17,"02.13: Jasamarga: #TolDalkot Pluit KM 19 dari arah Angke ke arah Jembatan 3 tertutup, ada kecelakaan.",T
7.65346E+17,"07.36: JASAMARGA: Menjelang Kamal KM 23 di jalur atas arah Cawang Padat, dmpk penanganan kecelakaan di bahu jalan.",T
7.64368E+17,"14.50: #TolJanger: Karang Tengah - KM 16+200 arah ke Merak Padat, dampak penanganan kecelakaan di lajur 1/kiri.",T
7.64349E+17,"13.32: Senkom Jasamarga: Karawang Barat KM 47 - KM 42 arah Jakarta PADAT, ada penanganan kecelakaan Truk. #Tolckmpk",T
7.64344E+17,"13.15: Lalin Tol Tangerang arah Kbn Jeruk mulai macet imbas kecelakaan tunggal di KM 15, #Cuaca mendung. (P. Edo) https://t.co/j9msQB7HKH",T
7.6328E+17,"14.43: Terjadi kecelakaan di Jalan Lingkar Selatan sekitar daerah Ciwandan, Cilegon, Banten. via @akhmad_hasan https://t.co/yHwKYpyMrU",T
7.63277E+17,Start Tour Singkarak Etape V diundur akibat kecelakaan https://t.co/kfT8UK3QGF … https://t.co/J0jKWIRZi6,F
7.63168E+17,"Bus media peliputan Olimpiade Rio kecelakaan, 3 wartawan cedera https://t.co/EmzrNadHk7… https://t.co/mZHtbWoWCw",F
7.64386E+17,"Utamakan keselamatan dalam berkendara, kecelakaan terjadi di awali dengan pelanggaran lalu lintas. https://t.co/KoUIOIX5ZY",F
7.63287E+17,Pengaturan arus lalin siang dalam antisipasi kemacetan serta kecelakaan lalu lintas oleh pers lantas inhil. https://t.co/olIGhiixte,F
7.63187E+17,Kegiatan strong point pagi dlm mencegah angka kecelakaan serta kemacetan oleh satlantas res kampar https://t.co/IvNKUC16rF,F
7.62537E+17,senin pukul 04.30 wib telah tjd kecelakaan antara SPM dg mobil mitsubishi Truck Fuso BM 8463 TJ di KM 06 kab bgklis https://t.co/g7vfmQcHhK,T
7.61819E+17,"Telah terjadi kecelakaan materil di persimpangan Jalan Soekarno Hatta / Jalan Durian, kami… https://t.co/w6RRVN2y6l",T
7.61036E+17,Strong point oleh satlantas polresta pekanbaru di setiap simpul di daerah rawan macet serta kecelakaan lalin. https://t.co/UvEVOATeqx,F
7.61032E+17,Strong point oleh satlantas polres kampar dalam antisipasi kemacetan serta kecelakaan lalu lintas. https://t.co/tP3b0LbR3y,F
7.5963E+17,Pengaturan arus lalin siang oleh satlantas polres kampar dalam antisipasi kecelakaan serta kemacetan lalu lintas. https://t.co/Icfv7vivac,F
7.58533E+17,05.00 Wib telah terjadi kecelakaan spd mtr BM 6189 ED dng Bus BK 7854 LT di Groga Duri Kec.Mandau Kab.Bengkalis. https://t.co/yK928mMMdw,T
7.5781E+17,Ngebut d jalanan faktor utama kecelakaan. Tertib lah saat berkendaraan & hargailah sesama pengguna jalan lain nya. https://t.co/mGAqdO2Z6o,F
7.57765E+17,02.30 Wib kecelakaan tunggal spd mtr BM 6921 CO Jl.Lintas Timur KM. 49+500 Ds.Kiyap Jaya Kec.SeiKijang Kab.Pelalawan https://t.co/OdJKNBVBSW,T
7.54909E+17,06.30 Wib terjadi kecelakaan spd mtr BM 6299 OG dengan pejalan kaki di JL.Jend.Sudirman dpn purna MTQ P.Baru. https://t.co/jr7F8rb61p,T
7.53087E+17,09.00 telah terjadi kecelakaan sesama pengendara SPM di KM 103/104 Desa kabun kab. Rokan hulu.,T
7.52765E+17,04.00 Wib terjadi kecelakaan PickUp BA 8396 EF & Vario BM 5831 TW Lokasi: JL.Subrantas dpn UNRI Panam Pekanbaru. https://t.co/8r9i1wD9Qq,T
7.52759E+17,11.30 Wib terjadi kecelakaan Avanza B 2216 BKE & Beat BM 4574 YW. Lokasi: Lintas Pku Duri KM.96 Samsam Kab.Bengkalis https://t.co/ATqwZbR7Xv,T
7.48036E+17,Giat patroli R2 oleh satlantas polres dumai dalam antisipasi kemacetan serta kecelakaan dalam berlalulintas. https://t.co/nFRZX6SHaL,F
7.4439E+17,Giat patroli oleh satlantas polres siak dalam antisipas kecelakaan lalu lintas. https://t.co/CuT2uZsnqb,F
7.43703E+17,Giat patroli oleh satlantas polres kampar di jalan rawan longsor dalam antisipasi kemacetan serta kecelakaan lalin. https://t.co/CR9eGH2ODC,F
